Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,
DP03_0002PE,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0002PEA, DP03_0002PM, DP03_0002PMA",0,float,DP03,
DP03_0003E,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0003EA, DP03_0003M, DP03_0003MA",0,int,DP03,
DP03_0003PE,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0003PEA, DP03_0003PM, DP03_0003PMA",0,float,DP03,
DP03_0004E,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0004EA, DP03_0004M, DP03_0004MA",0,int,DP03,
DP03_0004PE,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0004PEA, DP03_0004PM, DP03_0004PMA",0,float,DP03,
DP03_0005E,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0005EA, DP03_0005M, DP03_0005MA",0,int,DP03,
DP03_0005PE,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0005PEA, DP03_0005PM, DP03_0005PMA",0,float,DP03,
DP03_0006E,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0006EA, DP03_0006M, DP03_0006MA",0,int,DP03,
DP03_0006PE,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0006PEA, DP03_0006PM, DP03_0006PMA",0,float,DP03,
DP03_0007E,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0007EA, DP03_0007M, DP03_0007MA",0,int,DP03,
DP03_0007PE,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0007PEA, DP03_0007PM, DP03_0007PMA",0,float,DP03,
DP03_0008E,Estimate!!EMPLOYMENT STATUS!!Civilian labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0008EA, DP03_0008M, DP03_0008MA",0,int,DP03,
DP03_0008PE,Percent!!EMPLOYMENT STATUS!!Civilian labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0008PEA, DP03_0008PM, DP03_0008PMA",0,int,DP03,
DP03_0009E,Estimate!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0009EA, DP03_0009M, DP03_0009MA",0,int,DP03,
DP03_0009PE,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0009PEA, DP03_0009PM, DP03_0009PMA",0,float,DP03,
DP03_0010E,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0010EA, DP03_0010M, DP03_0010MA",0,int,DP03,
DP03_0010PE,Percent!!EMPLOYMENT STATUS!!Females 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0010PEA, DP03_0010PM, DP03_0010PMA",0,int,DP03,
DP03_0011E,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0011EA, DP03_0011M, DP03_0011MA",0,int,DP03,
DP03_0011PE,Percent!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0011PEA, DP03_0011PM, DP03_0011PMA",0,float,DP03,
DP03_0012E,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0012EA, DP03_0012M, DP03_0012MA",0,int,DP03,
DP03_0012PE,Percent!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0012PEA, DP03_0012PM, DP03_0012PMA",0,float,DP03,
DP03_0013E,Estimate!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0013EA, DP03_0013M, DP03_0013MA",0,int,DP03,
DP03_0013PE,Percent!!EMPLOYMENT STATUS!!Females 16 years and over!!In labor force!!Civilian labor force!!Employed,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0013PEA, DP03_0013PM, DP03_0013PMA",0,float,DP03,
DP03_0014E,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0014EA, DP03_0014M, DP03_0014MA",0,int,DP03,
DP03_0014PE,Percent!!EMPLOYMENT STATUS!!Own children of the householder under 6 years,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0014PEA, DP03_0014PM, DP03_0014PMA",0,int,DP03,
DP03_0015E,Estimate!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0015EA, DP03_0015M, DP03_0015MA",0,int,DP03,
DP03_0015PE,Percent!!EMPLOYMENT STATUS!!Own children of the householder under 6 years!!All parents in family in labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0015PEA, DP03_0015PM, DP03_0015PMA",0,float,DP03,
DP03_0016E,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0016EA, DP03_0016M, DP03_0016MA",0,int,DP03,
DP03_0016PE,Percent!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0016PEA, DP03_0016PM, DP03_0016PMA",0,int,DP03,
DP03_0017E,Estimate!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0017EA, DP03_0017M, DP03_0017MA",0,int,DP03,
DP03_0017PE,Percent!!EMPLOYMENT STATUS!!Own children of the householder 6 to 17 years!!All parents in family in labor force,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0017PEA, DP03_0017PM, DP03_0017PMA",0,float,DP03,
DP03_0018E,Estimate!!COMMUTING TO WORK!!Workers 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0018EA, DP03_0018M, DP03_0018MA",0,int,DP03,
DP03_0018PE,Percent!!COMMUTING TO WORK!!Workers 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0018PEA, DP03_0018PM, DP03_0018PMA",0,int,DP03,
DP03_0019E,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0019EA, DP03_0019M, DP03_0019MA",0,int,DP03,
DP03_0019PE,"Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- drove alone",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0019PEA, DP03_0019PM, DP03_0019PMA",0,float,DP03,
DP03_0020E,"Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0020EA, DP03_0020M, DP03_0020MA",0,int,DP03,
DP03_0020PE,"Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Car, truck, or van -- carpooled",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0020PEA, DP03_0020PM, DP03_0020PMA",0,float,DP03,
DP03_0021E,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0021EA, DP03_0021M, DP03_0021MA",0,int,DP03,
DP03_0021PE,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0021PEA, DP03_0021PM, DP03_0021PMA",0,float,DP03,
DP03_0022E,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0022EA, DP03_0022M, DP03_0022MA",0,int,DP03,
DP03_0022PE,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0022PEA, DP03_0022PM, DP03_0022PMA",0,float,DP03,
DP03_0023E,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0023EA, DP03_0023M, DP03_0023MA",0,int,DP03,
DP03_0023PE,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0023PEA, DP03_0023PM, DP03_0023PMA",0,float,DP03,
DP03_0024E,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked from home,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0024EA, DP03_0024M, DP03_0024MA",0,int,DP03,
DP03_0024PE,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Worked from home,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0024PEA, DP03_0024PM, DP03_0024PMA",0,float,DP03,
DP03_0025E,Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0025EA, DP03_0025M, DP03_0025MA",0,float,DP03,
DP03_0025PE,Percent!!COMMUTING TO WORK!!Workers 16 years and over!!Mean travel time to work (minutes),SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0025PEA, DP03_0025PM, DP03_0025PMA",0,int,DP03,
DP03_0026E,Estimate!!OCCUPATION!!Civilian employed population 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0026EA, DP03_0026M, DP03_0026MA",0,int,DP03,
DP03_0026PE,Percent!!OCCUPATION!!Civilian employed population 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0026PEA, DP03_0026PM, DP03_0026PMA",0,int,DP03,
DP03_0027E,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0027EA, DP03_0027M, DP03_0027MA",0,int,DP03,
DP03_0027PE,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0027PEA, DP03_0027PM, DP03_0027PMA",0,float,DP03,
DP03_0028E,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0028EA, DP03_0028M, DP03_0028MA",0,int,DP03,
DP03_0028PE,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0028PEA, DP03_0028PM, DP03_0028PMA",0,float,DP03,
DP03_0029E,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0029EA, DP03_0029M, DP03_0029MA",0,int,DP03,
DP03_0029PE,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0029PEA, DP03_0029PM, DP03_0029PMA",0,float,DP03,
DP03_0030E,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0030EA, DP03_0030M, DP03_0030MA",0,int,DP03,
DP03_0030PE,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0030PEA, DP03_0030PM, DP03_0030PMA",0,float,DP03,
DP03_0031E,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0031EA, DP03_0031M, DP03_0031MA",0,int,DP03,
DP03_0031PE,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0031PEA, DP03_0031PM, DP03_0031PMA",0,float,DP03,
DP03_0032E,Estimate!!INDUSTRY!!Civilian employed population 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0032EA, DP03_0032M, DP03_0032MA",0,int,DP03,
DP03_0032PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0032PEA, DP03_0032PM, DP03_0032PMA",0,int,DP03,
DP03_0033E,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0033EA, DP03_0033M, DP03_0033MA",0,int,DP03,
DP03_0033PE,"Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0033PEA, DP03_0033PM, DP03_0033PMA",0,float,DP03,
DP03_0034E,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Construction,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0034EA, DP03_0034M, DP03_0034MA",0,int,DP03,
DP03_0034PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Construction,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0034PEA, DP03_0034PM, DP03_0034PMA",0,float,DP03,
DP03_0035E,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0035EA, DP03_0035M, DP03_0035MA",0,int,DP03,
DP03_0035PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0035PEA, DP03_0035PM, DP03_0035PMA",0,float,DP03,
DP03_0036E,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0036EA, DP03_0036M, DP03_0036MA",0,int,DP03,
DP03_0036PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0036PEA, DP03_0036PM, DP03_0036PMA",0,float,DP03,
DP03_0037E,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0037EA, DP03_0037M, DP03_0037MA",0,int,DP03,
DP03_0037PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0037PEA, DP03_0037PM, DP03_0037PMA",0,float,DP03,
DP03_0038E,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0038EA, DP03_0038M, DP03_0038MA",0,int,DP03,
DP03_0038PE,"Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0038PEA, DP03_0038PM, DP03_0038PMA",0,float,DP03,
DP03_0039E,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Information,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0039EA, DP03_0039M, DP03_0039MA",0,int,DP03,
DP03_0039PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Information,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0039PEA, DP03_0039PM, DP03_0039PMA",0,float,DP03,
DP03_0040E,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0040EA, DP03_0040M, DP03_0040MA",0,int,DP03,
DP03_0040PE,"Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0040PEA, DP03_0040PM, DP03_0040PMA",0,float,DP03,
DP03_0041E,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0041EA, DP03_0041M, DP03_0041MA",0,int,DP03,
DP03_0041PE,"Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0041PEA, DP03_0041PM, DP03_0041PMA",0,float,DP03,
DP03_0042E,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0042EA, DP03_0042M, DP03_0042MA",0,int,DP03,
DP03_0042PE,"Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0042PEA, DP03_0042PM, DP03_0042PMA",0,float,DP03,
DP03_0043E,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0043EA, DP03_0043M, DP03_0043MA",0,int,DP03,
DP03_0043PE,"Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0043PEA, DP03_0043PM, DP03_0043PMA",0,float,DP03,
DP03_0044E,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Other services, except public administration",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0044EA, DP03_0044M, DP03_0044MA",0,int,DP03,
DP03_0044PE,"Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Other services, except public administration",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0044PEA, DP03_0044PM, DP03_0044PMA",0,float,DP03,
DP03_0045E,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0045EA, DP03_0045M, DP03_0045MA",0,int,DP03,
DP03_0045PE,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0045PEA, DP03_0045PM, DP03_0045PMA",0,float,DP03,
DP03_0046E,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0046EA, DP03_0046M, DP03_0046MA",0,int,DP03,
DP03_0046PE,Percent!!CLASS OF WORKER!!Civilian employed population 16 years and over,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0046PEA, DP03_0046PM, DP03_0046PMA",0,int,DP03,
DP03_0047E,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0047EA, DP03_0047M, DP03_0047MA",0,int,DP03,
DP03_0047PE,Percent!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Private wage and salary workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0047PEA, DP03_0047PM, DP03_0047PMA",0,float,DP03,
DP03_0048E,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0048EA, DP03_0048M, DP03_0048MA",0,int,DP03,
DP03_0048PE,Percent!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Government workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0048PEA, DP03_0048PM, DP03_0048PMA",0,float,DP03,
DP03_0049E,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Self-employed in own not incorporated business workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0049EA, DP03_0049M, DP03_0049MA",0,int,DP03,
DP03_0049PE,Percent!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Self-employed in own not incorporated business workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0049PEA, DP03_0049PM, DP03_0049PMA",0,float,DP03,
DP03_0050E,Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0050EA, DP03_0050M, DP03_0050MA",0,int,DP03,
DP03_0050PE,Percent!!CLASS OF WORKER!!Civilian employed population 16 years and over!!Unpaid family workers,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0050PEA, DP03_0050PM, DP03_0050PMA",0,float,DP03,
DP03_0051E,Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0051EA, DP03_0051M, DP03_0051MA",0,int,DP03,
DP03_0051PE,Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households,SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0051PEA, DP03_0051PM, DP03_0051PMA",0,int,DP03,
DP03_0052E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!Less than $10,000",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0052EA, DP03_0052M, DP03_0052MA",0,int,DP03,
DP03_0052PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!Less than $10,000",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0052PEA, DP03_0052PM, DP03_0052PMA",0,float,DP03,
DP03_0053E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10,000 to $14,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0053EA, DP03_0053M, DP03_0053MA",0,int,DP03,
DP03_0053PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$10,000 to $14,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0053PEA, DP03_0053PM, DP03_0053PMA",0,float,DP03,
DP03_0054E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15,000 to $24,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0054EA, DP03_0054M, DP03_0054MA",0,int,DP03,
DP03_0054PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$15,000 to $24,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0054PEA, DP03_0054PM, DP03_0054PMA",0,float,DP03,
DP03_0055E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25,000 to $34,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0055EA, DP03_0055M, DP03_0055MA",0,int,DP03,
DP03_0055PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$25,000 to $34,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0055PEA, DP03_0055PM, DP03_0055PMA",0,float,DP03,
DP03_0056E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$35,000 to $49,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0056EA, DP03_0056M, DP03_0056MA",0,int,DP03,
DP03_0056PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$35,000 to $49,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0056PEA, DP03_0056PM, DP03_0056PMA",0,float,DP03,
DP03_0057E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50,000 to $74,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0057EA, DP03_0057M, DP03_0057MA",0,int,DP03,
DP03_0057PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$50,000 to $74,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0057PEA, DP03_0057PM, DP03_0057PMA",0,float,DP03,
DP03_0058E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75,000 to $99,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0058EA, DP03_0058M, DP03_0058MA",0,int,DP03,
DP03_0058PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$75,000 to $99,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0058PEA, DP03_0058PM, DP03_0058PMA",0,float,DP03,
DP03_0059E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$100,000 to $149,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0059EA, DP03_0059M, DP03_0059MA",0,int,DP03,
DP03_0059PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$100,000 to $149,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0059PEA, DP03_0059PM, DP03_0059PMA",0,float,DP03,
DP03_0060E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$150,000 to $199,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0060EA, DP03_0060M, DP03_0060MA",0,int,DP03,
DP03_0060PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$150,000 to $199,999",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0060PEA, DP03_0060PM, DP03_0060PMA",0,float,DP03,
DP03_0061E,"Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200,000 or more",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0061EA, DP03_0061M, DP03_0061MA",0,int,DP03,
DP03_0061PE,"Percent!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!$200,000 or more",SELECTED ECONOMIC CHARACTERISTICS,not required,"DP03_0061PEA, DP03_0061PM, DP03_0061PMA",0,float,DP03,
